"hasAttachedProperty","hasCooling","hasGarage","hasHeating","hasSpa","hasView","stories","price","bathrooms","bedrooms","city","population","distanceToCoast","AvgIncomeCity","hasPool","furnished","additionalParcels","hasAssociation","hasCarport","hasFireplace","hasHomeWarranty","hasLandLease","isNewConstruction","LivingArea","Yearsold","schoolRating","homeType","homeRating"
0,1,1,0,0,1,2,1760000,3,4,"Carlsbad","114,746",9.1,134139,0,0,0,0,0,1,0,0,0,"2700","45","7",3,3
0,1,1,1,0,1,1,1541500,3,3,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,0,0,0,0,"2203","24","7",3,2
1,1,1,1,1,1,2,1347000,2,3,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1925","30","7",2,3
0,1,1,0,1,1,2,1800000,3,4,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"2040","38","7",3,3
0,1,1,1,0,0,2,1475000,3,4,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,0,0,0,0,"2048","2","7",3,3
0,0,0,1,0,0,1,390000,2,3,"Carlsbad","114,746",9.1,134139,0,0,0,0,1,0,0,1,0,"1440","51","7",0,2
1,1,1,1,0,1,1,499000,2,1,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"842","50","7",1,2
0,1,1,1,0,0,1,200000,2,3,"Carlsbad","114,746",9.1,134139,0,0,0,0,1,0,0,1,0,"1200","56","7",0,2
0,0,0,0,0,1,1,270000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,0,1,0,0,1,0,"1344","47","7",0,2
0,1,1,1,0,0,1,295000,2,3,"Carlsbad","114,746",9.1,134139,0,0,0,0,1,0,0,0,0,"1200","27","7",0,2
0,1,0,1,0,1,1,339000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,0,1,0,0,1,0,"1728","16","7",0,2
0,0,0,1,0,1,1,280000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,0,1,0,0,1,0,"1440","50","7",0,2
0,1,0,1,0,0,1,482000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,0,1,1,0,1,0,"1440","48","7",0,1
0,0,0,1,0,0,1,420000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,0,1,0,0,1,0,"1760","48","7",0,2
1,1,1,1,1,1,2,915000,3,3,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1851","42","7",2,2
1,0,1,1,0,1,2,800000,3,3,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1350","38","7",1,1
1,1,1,1,0,1,2,800000,3,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,1,1,0,0,0,"1504","49","7",1,2
1,1,1,0,0,1,3,950000,3,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1550","47","7",2,2
1,0,1,0,0,1,1,900000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1392","49","7",1,3
1,1,1,1,0,0,2,955000,3,3,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1826","42","7",2,2
1,1,1,0,0,1,3,940000,3,3,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1824","50","7",2,2
1,1,1,1,0,1,2,866000,3,3,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,0,0,0,0,"1824","50","7",2,2
1,1,1,0,0,1,2,837000,3,3,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1350","39","7",2,2
1,1,1,1,0,0,2,810000,3,3,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1445","23","7",2,2
1,1,1,0,0,1,2,875000,3,3,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1445","22","7",1,2
1,0,1,0,0,1,2,847000,3,3,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1501","40","7",1,2
1,0,1,0,0,1,2,850000,3,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1505","41","7",2,3
1,1,1,1,0,0,1,884000,2,3,"Carlsbad","114,746",9.1,134139,0,0,0,0,0,1,0,0,0,"1369","46","7",1,2
1,1,1,1,1,1,2,955800,3,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,0,0,0,0,"1615","13","7",2,2
1,1,1,1,0,1,1,870000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,1,1,0,0,0,"1410","53","7",1,2
1,1,1,0,0,1,3,1064650,3,3,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1504","11","7",1,3
1,0,1,0,0,1,1,900000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1070","51","7",2,2
0,1,1,1,0,0,1,900000,2,3,"Carlsbad","114,746",9.1,134139,0,0,0,1,1,0,0,0,0,"1310","47","7",0,1
1,0,1,0,0,1,1,899900,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"999","36","7",2,2
1,0,1,0,0,1,2,1065000,3,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1292","36","7",1,3
1,0,1,1,0,1,2,988250,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,0,0,0,0,"1263","41","7",2,2
1,1,1,0,0,1,2,1000000,3,4,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1550","48","7",2,2
0,1,0,0,0,0,1,900000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,0,0,0,0,"1310","47","7",3,1
1,1,1,0,0,1,2,549900,2,1,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1104","51","7",1,2
1,1,1,1,0,1,1,798000,2,1,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,0,0,0,0,"791","54","7",1,2
1,1,1,0,0,1,1,796000,2,1,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,0,0,0,0,"791","54","7",1,2
1,1,1,1,0,0,1,600000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,1,0,0,0,0,"1225","51","7",1,2
1,1,1,1,0,0,1,655000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,0,0,0,0,"1219","50","7",1,2
1,0,1,0,1,1,3,615000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1620","49","7",1,2
1,0,1,1,0,1,1,710000,3,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,0,0,0,0,"1677","41","7",1,2
1,1,1,1,1,1,1,640000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1400","48","7",1,3
1,0,1,1,0,1,3,780000,3,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1508","42","7",1,2
1,0,1,1,1,1,1,650000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1158","38","7",1,2
1,0,1,0,0,1,1,705000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1022","35","7",1,2
1,0,1,0,0,1,1,540000,1,1,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"575","44","7",1,1
1,1,1,0,0,1,1,791000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,1,1,0,0,0,"968","31","7",1,3
1,1,1,0,1,1,1,515000,1,1,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"696","31","7",1,2
1,1,1,1,1,1,2,646212,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1000","45","7",2,2
1,1,1,0,0,1,1,674000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1032","34","7",1,1
1,0,1,1,0,0,2,635000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1070","49","7",2,2
1,1,0,0,0,1,2,648000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,0,1,0,0,0,"1032","44","7",1,2
0,1,0,1,0,1,1,573000,2,2,"Carlsbad","114,746",9.1,134139,0,0,0,1,1,0,0,1,0,"1440","47","7",0,2
0,1,0,1,1,1,1,549000,2,3,"Carlsbad","114,746",9.1,134139,0,0,0,0,1,0,0,1,0,"1800","8","7",0,3
0,1,0,1,0,1,1,525000,2,3,"Carlsbad","114,746",9.1,134139,0,1,0,0,1,0,0,1,0,"1566","8","7",0,2
0,0,1,1,0,1,1,1360250,2,3,"Carpinteria","13,264",10.5,102261,0,0,0,0,0,1,0,0,0,"1144","62","7",3,2
0,0,1,1,0,1,1,1160000,2,3,"Carpinteria","13,264",10.5,102261,0,0,0,1,0,0,0,0,0,"1691","36","7",1,2
0,0,1,1,0,0,1,1412100,2,3,"Carpinteria","13,264",10.5,102261,0,0,0,0,0,0,0,0,0,"1179","66","7",3,2
0,0,1,0,0,1,1,2400000,2,2,"Carpinteria","13,264",10.5,102261,0,0,0,0,0,0,0,0,0,"1254","55","7",3,1
0,0,0,1,0,0,1,475000,2,2,"Carpinteria","13,264",10.5,102261,0,0,0,1,1,0,0,0,0,"1248","51","7",0,2
0,0,0,0,0,0,1,424000,2,3,"Carpinteria","13,264",10.5,102261,0,0,0,0,0,0,0,0,0,"1536","51","7",0,2
0,0,0,0,0,0,1,480000,1,1,"Carpinteria","13,264",10.5,102261,1,0,0,0,0,0,0,0,0,"574","62","7",1,2
0,0,0,1,0,1,1,263000,1,2,"Carpinteria","13,264",10.5,102261,0,0,0,1,1,0,0,0,0,"840","54","7",0,2
0,0,0,1,0,1,1,479000,2,2,"Carpinteria","13,264",10.5,102261,0,0,0,1,1,0,0,0,0,"1463","10","7",0,2
0,0,1,1,0,0,1,815000,2,3,"Carpinteria","13,264",10.5,102261,1,0,0,1,1,0,0,0,0,"1344","51","7",2,2
0,0,0,0,0,0,1,850000,2,3,"Carpinteria","13,264",10.5,102261,0,0,0,0,0,1,0,0,0,"1099","38","7",1,2
0,0,1,1,0,1,1,950000,2,2,"Carpinteria","13,264",10.5,102261,0,0,0,1,1,1,0,0,0,"1020","49","7",1,2
0,0,1,1,0,0,1,1017500,3,3,"Carpinteria","13,264",10.5,102261,0,0,0,1,0,1,0,0,0,"1541","35","7",3,2
0,0,0,0,0,0,1,879000,1.5,3,"Carpinteria","13,264",10.5,102261,0,0,0,1,0,0,0,0,0,"1320","47","7",1,2
0,0,1,1,0,1,1,852000,2,2,"Carpinteria","13,264",10.5,102261,0,0,0,1,0,0,0,0,0,"1024","47","7",2,2
0,1,0,1,0,1,1,967500,2,2,"Carpinteria","13,264",10.5,102261,0,0,0,1,1,0,0,0,0,"828","54","7",1,2
0,0,1,0,0,0,1,974000,2,2,"Carpinteria","13,264",10.5,102261,0,0,0,0,0,0,0,0,0,"910","40","7",1,2
0,1,0,1,0,1,1,801000,1,1,"Carpinteria","13,264",10.5,102261,1,0,0,1,0,0,0,0,0,"436","62","7",1,2
0,0,0,1,0,1,1,1000000,2,4,"Carpinteria","13,264",10.5,102261,0,0,0,0,0,0,0,0,0,"1730","66","7",3,2
0,1,1,1,0,1,1,850000,2,3,"Carpinteria","13,264",10.5,102261,0,0,0,1,0,1,0,0,0,"1099","38","7",1,2
0,1,0,1,0,0,1,735000,1,1,"Carpinteria","13,264",10.5,102261,0,0,0,1,1,0,0,0,0,"511","50","7",1,2
0,0,0,1,0,1,1,675000,1,1,"Carpinteria","13,264",10.5,102261,0,0,0,1,1,0,0,0,0,"618","49","7",1,2
0,1,0,1,0,1,1,760000,1,1,"Carpinteria","13,264",10.5,102261,1,0,0,1,0,0,0,0,0,"612","63","7",1,2
0,1,0,1,1,1,1,749000,1,1,"Carpinteria","13,264",10.5,102261,1,0,0,1,0,0,0,0,0,"436","62","7",1,2
0,1,0,1,0,1,1,510000,2,2,"Carpinteria","13,264",10.5,102261,0,0,0,1,1,0,0,0,0,"1200","57","7",0,2
0,0,0,0,0,1,1,525900,2,2,"Carpinteria","13,264",10.5,102261,0,0,0,0,1,0,0,0,0,"1440","54","7",0,2
0,0,1,1,0,1,1,663500,1,2,"Carpinteria","13,264",10.5,102261,1,0,0,1,0,0,0,0,0,"954","52","7",1,2
0,1,1,1,1,1,2,1130000,4,5,"Castaic","18,937",36.3,152947,2,0,0,0,0,1,0,0,0,"3368","22","#N/A",3,1
0,1,1,1,0,1,1,1350000,2,3,"Castaic","18,937",36.3,152947,0,0,0,0,0,1,0,0,0,"2193","25","#N/A",3,2
0,0,0,1,0,0,1,2205500,6,5,"Castaic","18,937",36.3,152947,0,0,0,0,0,0,0,0,0,"4590","2","#N/A",3,2
0,1,1,0,1,1,1,1196000,3,4,"Castaic","18,937",36.3,152947,2,0,0,0,0,1,0,0,0,"3174","47","#N/A",3,1
0,1,1,1,1,1,1,470000,2,2,"Castaic","18,937",36.3,152947,1,0,0,1,0,0,0,0,0,"1020","37","#N/A",0,1
0,1,1,1,1,1,1,228000,2,3,"Castaic","18,937",36.3,152947,1,0,0,1,1,0,0,1,0,"1416","40","#N/A",0,2
0,0,0,1,0,0,2,415000,2,2,"Castaic","18,937",36.3,152947,1,0,0,1,0,0,0,0,0,"1108","40","#N/A",1,1
1,1,0,1,0,1,1,300000,1,1,"Castaic","18,937",36.3,152947,1,0,0,1,1,0,0,0,0,"730","44","#N/A",1,2
0,1,0,1,0,0,1,375500,2,2,"Castaic","18,937",36.3,152947,0,0,0,0,0,0,0,0,0,"976","#N/A","#N/A",1,1
0,0,0,0,0,0,1,245000,2,3,"Castaic","18,937",36.3,152947,1,0,0,0,0,0,0,1,0,"1820","21","#N/A",0,2
0,1,1,1,1,1,2,855000,3,4,"Castaic","18,937",36.3,152947,2,0,0,0,0,1,0,0,0,"1817","31","#N/A",3,2
0,1,1,1,1,1,2,950000,3,3,"Castaic","18,937",36.3,152947,2,0,0,1,0,1,0,0,0,"2247","21","#N/A",3,2
0,1,1,1,1,1,2,975000,3,4,"Castaic","18,937",36.3,152947,0,0,0,0,0,1,0,0,0,"2690","24","#N/A",3,1
0,1,1,1,0,1,2,979000,3,5,"Castaic","18,937",36.3,152947,0,0,0,0,0,1,0,0,0,"3170","24","#N/A",3,2
0,1,1,1,1,1,2,970000,3,4,"Castaic","18,937",36.3,152947,0,0,0,0,0,1,0,0,0,"2422","34","#N/A",3,2
0,1,1,1,1,1,2,925000,3,4,"Castaic","18,937",36.3,152947,2,0,0,1,0,1,0,0,0,"2817","23","#N/A",3,1
0,1,1,1,1,1,2,1025000,3,4,"Castaic","18,937",36.3,152947,2,0,0,0,0,1,0,0,0,"2200","32","#N/A",3,1
0,1,1,1,0,1,1,815000,2,3,"Castaic","18,937",36.3,152947,0,0,0,1,0,0,0,0,0,"1912","22","#N/A",3,2
0,1,1,1,0,1,2,920000,4,5,"Castaic","18,937",36.3,152947,2,0,0,0,0,1,0,1,0,"1836","35","#N/A",3,2
0,1,1,1,1,1,2,989000,3,5,"Castaic","18,937",36.3,152947,2,0,0,1,0,0,0,0,0,"3020","21","#N/A",3,1
0,1,1,1,1,1,2,870000,3,4,"Castaic","18,937",36.3,152947,0,0,0,1,0,1,0,0,0,"2588","23","#N/A",3,1
0,1,1,1,1,1,2,989215,3,3,"Castaic","18,937",36.3,152947,2,0,0,0,0,1,0,0,0,"2548","25","#N/A",3,1
0,1,1,1,0,1,2,1035000,3,3,"Castaic","18,937",36.3,152947,2,0,0,0,0,1,0,0,0,"2768","25","#N/A",3,2
0,1,1,1,1,1,2,930000,3,5,"Castaic","18,937",36.3,152947,2,0,0,0,0,1,0,0,0,"3472","24","#N/A",3,2
0,1,1,1,0,1,2,1003111,3,4,"Castaic","18,937",36.3,152947,2,0,0,0,0,1,0,0,0,"3034","26","#N/A",3,2
0,1,1,1,0,1,2,884500,3,4,"Castaic","18,937",36.3,152947,0,0,0,0,0,1,0,0,0,"2200","27","#N/A",3,1
0,1,1,1,0,1,2,912000,3,5,"Castaic","18,937",36.3,152947,2,0,0,1,0,1,0,1,0,"2197","30","#N/A",3,1
0,1,1,1,0,1,2,965000,3,4,"Castaic","18,937",36.3,152947,0,0,0,0,0,1,0,0,0,"2541","23","#N/A",3,2
0,1,1,1,1,1,2,885000,4,5,"Castaic","18,937",36.3,152947,1,0,0,1,0,1,0,0,0,"3196","25","#N/A",3,1
0,1,1,1,1,1,2,960000,3,4,"Castaic","18,937",36.3,152947,2,0,1,0,0,1,0,0,0,"3071","26","#N/A",3,1
0,1,1,1,0,1,2,950000,3,5,"Castaic","18,937",36.3,152947,0,0,0,0,0,1,0,0,0,"3482","24","#N/A",3,1
0,1,1,1,1,1,2,1023344,3,4,"Castaic","18,937",36.3,152947,1,0,0,0,0,1,0,0,0,"2945","22","#N/A",3,1
0,1,1,1,1,1,1,810000,3,3,"Castaic","18,937",36.3,152947,0,0,0,0,0,1,0,0,0,"2081","22","#N/A",3,1
0,1,1,0,0,1,1,989900,3,3,"Castaic","18,937",36.3,152947,0,0,0,1,0,1,0,0,1,"1992","0","#N/A",3,1
0,1,1,1,1,1,2,790000,3,3,"Castaic","18,937",36.3,152947,2,0,0,0,0,1,0,0,0,"1638","38","#N/A",3,2
0,1,1,1,0,1,2,745000,3,4,"Castaic","18,937",36.3,152947,0,0,0,1,0,1,0,0,0,"1994","23","#N/A",3,2
0,1,1,1,0,1,2,735000,3,4,"Castaic","18,937",36.3,152947,0,0,0,1,0,1,0,0,0,"1705","27","#N/A",3,2
1,1,1,0,0,1,2,698500,3,3,"Castaic","18,937",36.3,152947,0,0,0,1,0,1,0,0,0,"1386","27","#N/A",3,2
0,1,1,1,0,1,2,765000,3,3,"Castaic","18,937",36.3,152947,1,0,0,1,0,1,0,0,0,"1960","25","#N/A",3,2
0,1,1,1,0,1,1,755000,2,3,"Castaic","18,937",36.3,152947,0,0,0,0,0,1,0,0,0,"1685","39","#N/A",3,1
0,1,1,1,0,1,2,660000,3,4,"Castaic","18,937",36.3,152947,0,0,0,0,0,1,0,0,0,"1778","28","#N/A",3,2
0,1,1,1,0,1,1,645000,2,2,"Castaic","18,937",36.3,152947,0,0,0,0,0,1,0,0,0,"1046","37","#N/A",3,1
0,1,1,1,0,1,2,755000,3,4,"Castaic","18,937",36.3,152947,0,0,0,0,0,1,0,0,0,"1621","37","#N/A",3,2
0,1,1,1,1,1,2,789000,3,4,"Castaic","18,937",36.3,152947,2,0,0,0,0,1,0,0,0,"1736","35","#N/A",3,1
0,0,0,1,0,0,2,780000,3,4,"Castaic","18,937",36.3,152947,0,0,0,0,0,1,0,0,0,"1642","36","#N/A",3,2
0,1,1,1,0,1,2,663000,3,3,"Castaic","18,937",36.3,152947,1,0,0,1,0,1,0,0,0,"1522","23","#N/A",1,2
0,1,1,1,0,1,1,585000,2,3,"Castaic","18,937",36.3,152947,1,0,0,1,0,0,0,0,0,"1392","38","#N/A",0,2
0,1,1,1,0,1,2,635000,3,3,"Castaic","18,937",36.3,152947,0,0,0,0,0,1,0,0,0,"1587","35","#N/A",3,2
0,1,1,1,0,1,1,1250000,4,5,"Clovis","120,124",119.2,97032,1,0,0,0,0,1,0,0,0,"4330","29","7",3,3
0,1,1,1,0,0,1,450000,2,4,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"2038","38","7",3,2
0,1,1,1,0,0,1,430000,2,3,"Clovis","120,124",119.2,97032,0,0,0,1,0,0,0,0,0,"1528","20","7",3,2
0,1,1,1,0,0,1,475000,2,4,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1778","47","7",3,2
0,1,1,1,0,0,1,469000,2,4,"Clovis","120,124",119.2,97032,0,0,0,0,0,0,0,0,0,"1550","31","7",3,2
0,1,1,1,0,0,1,449000,2,4,"Clovis","120,124",119.2,97032,0,0,0,1,0,1,0,0,0,"1564","21","7",3,2
0,1,1,1,0,0,1,335000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,0,0,0,0,"1144","50","7",3,1
0,1,1,1,0,1,1,410000,2,3,"Clovis","120,124",119.2,97032,2,0,0,0,0,1,0,0,0,"1453","50","7",3,2
0,1,1,1,0,0,1,361000,2,4,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1288","67","7",3,1
0,1,1,1,0,0,1,449950,2,4,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1841","34","7",3,1
0,1,1,1,0,0,1,370000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1100","54","7",3,1
0,1,1,1,0,0,1,378800,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,0,0,0,0,"1626","28","7",3,2
0,1,1,1,0,0,1,353000,1,3,"Clovis","120,124",119.2,97032,1,0,0,0,0,0,0,0,0,"950","69","7",3,1
0,1,1,1,0,0,1,385000,2,5,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1536","69","7",3,2
0,1,1,1,0,0,1,450000,2,4,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1676","35","7",3,2
0,1,1,1,0,0,1,445000,2,3,"Clovis","120,124",119.2,97032,1,0,0,0,0,1,0,0,0,"1453","49","7",3,2
0,1,1,1,0,0,1,434900,2,3,"Clovis","120,124",119.2,97032,1,0,0,0,0,1,0,0,0,"1594","49","7",3,2
0,1,0,1,0,0,1,485000,2,4,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1550","30","7",3,1
0,1,0,1,0,0,1,290000,1.5,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1453","50","7",3,1
0,1,0,1,0,0,1,290000,1.5,4,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1594","50","7",3,1
0,1,1,1,0,0,1,395000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1275","41","7",3,1
0,1,0,1,0,0,1,420000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,0,0,0,0,"1165","93","7",3,1
0,1,1,1,0,0,1,410000,3,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1548","46","7",3,2
0,1,1,1,0,0,1,405000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1427","51","7",3,2
0,1,1,1,0,0,1,385000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1402","49","7",3,2
0,1,0,1,0,0,1,260000,1.5,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1290","46","7",3,1
0,0,0,0,0,0,1,325000,1.5,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1275","39","7",3,1
0,0,0,0,0,0,1,250000,1,2,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"810","60","7",3,1
0,1,1,1,0,0,1,459000,2,3,"Clovis","120,124",119.2,97032,1,0,0,0,0,1,0,0,0,"1446","39","7",3,2
0,1,1,1,0,0,1,490000,3,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1886","20","7",3,2
0,1,1,1,0,0,1,385000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1326","46","7",3,1
0,1,1,1,0,0,1,415000,2,4,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1528","39","7",3,2
0,1,1,1,0,0,1,349000,2,2,"Clovis","120,124",119.2,97032,1,0,0,1,0,1,0,0,0,"1704","46","7",3,1
0,1,1,1,0,0,1,490000,3,3,"Clovis","120,124",119.2,97032,1,0,0,1,0,1,0,0,0,"1890","22","7",3,2
0,1,1,1,0,0,1,395000,2,4,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1874","47","7",3,2
0,1,1,1,0,0,1,445000,2,4,"Clovis","120,124",119.2,97032,0,0,0,1,0,1,0,0,0,"1564","22","7",3,2
0,1,1,1,0,0,1,477000,2,3,"Clovis","120,124",119.2,97032,1,0,0,0,0,1,0,0,0,"1453","29","7",3,2
0,1,1,1,0,0,1,450000,2,3,"Clovis","120,124",119.2,97032,1,0,0,0,0,1,0,0,0,"1515","40","7",3,2
0,0,0,0,0,0,1,395000,1.5,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,0,0,0,0,"1555","38","7",3,1
0,1,1,1,0,1,1,422000,3,3,"Clovis","120,124",119.2,97032,0,0,0,1,0,1,0,0,0,"1564","21","7",3,2
0,1,1,1,0,0,1,455000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,0,0,0,0,"1555","37","7",3,1
0,1,1,1,0,0,1,450000,2,3,"Clovis","120,124",119.2,97032,1,0,0,1,0,1,0,0,0,"1986","30","7",3,3
0,1,1,1,0,0,1,435000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,0,0,0,0,"1470","38","7",3,2
0,1,0,0,0,0,1,200000,1.5,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1271","47","7",3,1
0,0,0,0,0,0,1,350000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,0,0,0,0,"1505","34","7",3,1
0,1,1,1,0,0,1,435000,2,4,"Clovis","120,124",119.2,97032,0,0,0,1,0,1,0,0,0,"1564","20","7",3,1
0,1,0,0,0,0,1,320000,2,3,"Clovis","120,124",119.2,97032,0,0,0,1,0,1,0,0,0,"1205","20","7",3,1
0,1,1,1,0,0,1,440000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1349","30","7",3,1
0,1,1,1,0,0,1,395000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"2000","46","7",3,1
0,1,0,1,0,0,1,479000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1740","29","7",3,1
0,1,1,1,0,0,1,479500,3,3,"Clovis","120,124",119.2,97032,1,0,0,0,0,1,0,0,0,"1764","26","7",3,2
0,1,1,1,0,0,1,425000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,0,0,0,0,"1421","26","7",3,1
0,1,1,1,0,0,1,393500,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1304","24","7",3,1
0,1,0,0,0,0,1,330000,2,4,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1349","31","7",3,1
0,1,1,1,0,0,1,393000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,0,0,0,0,"1446","39","7",3,1
0,1,0,1,0,0,1,413000,1.5,4,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"2215","47","7",3,1
0,1,1,1,0,0,1,470000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1895","64","7",3,2
0,1,1,1,0,0,1,380000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,0,0,0,0,"1051","52","7",3,2
0,1,0,0,0,0,1,210000,1.5,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1008","64","7",3,1
0,1,0,1,0,0,1,261500,1.75,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1398","64","7",3,1
0,1,1,1,0,0,1,429900,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,0,0,0,0,"1585","37","7",3,2
0,1,1,1,0,0,1,400000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1131","37","7",3,1
0,1,1,1,0,0,1,339000,2,3,"Clovis","120,124",119.2,97032,0,0,0,0,0,0,0,0,0,"1266","64","7",3,1
0,1,1,1,0,0,1,285000,2,4,"Clovis","120,124",119.2,97032,0,0,0,0,0,1,0,0,0,"1360","63","7",3,1
